product_code,product_name,product_specification,product_type,product_category
01016-D013779,O-RING  245*4 FKM UCV,245*4 [F-972],부재료,O-RING (부자재)
01016-D013780,O-RING  258*6 FKM UCV,258*6 [F-972],부재료,O-RING (부자재)
01016-D013781,O-RING 180*2.5 FKM UCV,180*2.5 [F-972],부재료,O-RING (부자재)
01016-D013782,O-RING  166*4 FKM UCV,166*4 [F-972],부재료,O-RING (부자재)
01016-D013783,O-RING 210*4 FKM UCV,210*4 [F-972],부재료,O-RING (부자재)
01016-D013784,O-RING 294*4 FKM UCV,294*4 [F-972],부재료,O-RING (부자재)
01016-D013785,O-RING 562*6 FKM UCV,562*6 [F-972],부재료,O-RING (부자재)
01016-D013786,AS-462,AS-462 [F-575W],부재료,O-RING (부자재)
01016-D013787,AS-459,AS-459 [F-575W],부재료,O-RING (부자재)
01016-D013788,O-RING 349*5 FKM UCV,349*5 [F-972],부재료,O-RING (부자재)
01016-D013789,O-RING 2446*10 FKM UCV,2446*10 [F-972],부재료,O-RING (부자재)
01016-D013790,O-RING 455*5 FKM UCV,455*5 [F-972],부재료,O-RING (부자재)
01016-D013791,134*3.3 줄오링,134*3.3 줄오링 [F-575],부재료,O-RING (부자재)
01016-D013792,219*3.3 줄오링,219*3.3 졸오링 [F-575],부재료,O-RING (부자재)
01016-D013793,O-RING 2075*10 FKM UCV,2075*10 [F-972],부재료,O-RING (부자재)
01016-D013794,HBM Lip Seal R-8,275.3*6.4*6.2*5.75 [SILICONE 40],부재료,O-RING (부자재)
01016-D013795,HBM Lip Seal R-8,275.3*6.4*6.2*5.75 [SILICONE 50],부재료,O-RING (부자재)
01016-D013796,ID1670*6.98,ID1670*6.98 [NS-200],부재료,O-RING (부자재)
01016-D013797,[삼성] 573*5.33,573*5.33 [F-575],부재료,O-RING (부자재)
01016-D013798,CL585 줄오링,183*3.3 [F-575],부재료,O-RING (부자재)
01016-D013799,CL585 줄오링,200*3.3 [F-575],부재료,O-RING (부자재)
01016-D013800,O-RING 390*6 FKM UCV,390*6 [F-972B],부재료,O-RING (부자재)
01016-D013801,[SS]TEL EP LOAD PORT O-RING,613.16*5*5.9,부재료,O-RING (부자재)
01016-D013802,ID1610*6.98,ID1610*6.98 [NS-200],부재료,O-RING (부자재)
01016-D013803,ID1610*6.98,ID1610*6.98 [F-575],부재료,O-RING (부자재)
01016-D013804,AS-215,AS-215 [FVMQ],부재료,O-RING (부자재)
01016-D013805,O-RING 1265*6  FKM UCV,1265*6 [F-972] [102356684],부재료,O-RING (부자재)
01016-D013806,[원익] L9640.7*3.53,L9640.7*3.53 [F-575],부재료,O-RING (부자재)
01016-D013807,[원익] ID1300*10,ID1300*10 [F-575],부재료,O-RING (부자재)
01016-D013808,1940*6.99,1940*6.99 [F-575],부재료,O-RING (부자재)
01016-D013809,2585*6.99,2585*6.99 [F-575],부재료,O-RING (부자재)
01016-D013810,ID1600*6.98,ID1600*6.98 [NS-200],부재료,O-RING (부자재)
01016-D013811,P-50,"P-50 [F-575, 경도60]",부재료,O-RING (부자재)
01016-D013812,P-49,"P-49 [F-575, 경도60]",부재료,O-RING (부자재)
01016-D013813,23*4,23*4 [EPDM],부재료,O-RING (부자재)
01016-D013814,12.8*1.5,"12.8*1.5 (SILICON, 경도40, 샌딩)",부재료,O-RING (부자재)
01016-D013815,S-48,S-48 [EPDM. 경도70],부재료,O-RING (부자재)
01016-D013816,S-44,"S-44 [EPDM, 경도70]",부재료,O-RING (부자재)
01016-D013817,S-20,"S-20 [EPDM, 경도70]",부재료,O-RING (부자재)
01016-D013818,S-55,"S-55 [EPDM, 경도70]",부재료,O-RING (부자재)
01016-D013819,AIR SEAL [GM-100-IH02],1282*1302*21*28.5 [SILICONE 50],부재료,O-RING (부자재)
01016-D013820,AIR SEAL [GM-100-IH02],1282*1302*21*28.5 [SILICONE60],부재료,O-RING (부자재)
01016-D013821,O-RING 1193*10  FKM UCV,1193*10 [F-972] [3700-12486],부재료,O-RING (부자재)
01016-D013822,O-RING 3101*10  FKM UCV,3101*10 [F-972] [102401614],부재료,O-RING (부자재)
01016-D013823,O-RING 3024*10  FKM UCV,3024*10 [F-972] [3700-12486],부재료,O-RING (부자재)
01016-D013824,CL300*3.53 줄오링,CL300*3.53 줄오링 [XP-670],부재료,O-RING (부자재)
01016-D013825,ID1060*5.33,ID1060*5.33 [F-972W],부재료,O-RING (부자재)
01016-D013826,ID1114*5.33,ID1114*5.33 [F-972W],부재료,O-RING (부자재)
01016-D013827,3681L*5.33,3681L*5.33 [F-972W],부재료,O-RING (부자재)
01016-D013828,AS-278,AS-278 [XP-670],부재료,O-RING (부자재)
01016-D013829,ID 49.2 CSD .210,ID49.2*CSD.210 [F-575],부재료,O-RING (부자재)
01016-D013830,ID 32.86 CSD .210,ID32.86*CSD.210 [F-575],부재료,O-RING (부자재)
01016-D013831,ID 28 CSD.210,ID28*CSD.210 [F-575],부재료,O-RING (부자재)
01016-D013832,AS-450,AS-450 [F-575],부재료,O-RING (부자재)
01016-D013833,AS-454_F-575+SUS+AL,AS-454_F-575+SUS+AL,부재료,O-RING (부자재)
01016-D013834,S-48,S-48 [F-575],부재료,O-RING (부자재)
01016-D013835,ID770*6.98,ID770*6.98 [F-972],부재료,O-RING (부자재)
01016-D013836,ID880*6.98,ID880*6.98 [F-972],부재료,O-RING (부자재)
01016-D013837,ID900*6.98,ID900*6.98 [F-972],부재료,O-RING (부자재)
01016-D013838,ID850*6.98,ID850*6.98 [F-972],부재료,O-RING (부자재)
01016-D013839,ID800*5.33,ID800*5.33 [F-972],부재료,O-RING (부자재)
01016-D013840,ID850*5.33,ID850*5.33 [F-972],부재료,O-RING (부자재)
01016-D013841,ID950*5.33,ID950*5.33 [F-972],부재료,O-RING (부자재)
01016-D013842,ID880*5.33,ID880*5.33 [F-972],부재료,O-RING (부자재)
01016-D013843,ID750*5.33,ID750*5.33 [F-972],부재료,O-RING (부자재)
01016-D013844,ID840*5.33,ID840*5.33 [F-972],부재료,O-RING (부자재)
01016-D013845,ID740*5.33,ID740*5.33 [F-972],부재료,O-RING (부자재)
01016-D013846,ID1895.86*CSD 5.33 (3700-00719),ID1895.86*CSD5.33 (F-575 BRN),부재료,O-RING (부자재)
01016-D013847,ID791.21*CSD 6.99 (3700-05791),ID791.21*CSD6.99 (F-575 BRN),부재료,O-RING (부자재)
01016-D013848,ID1140*5.33,ID1140*5.33 (F-972),부재료,O-RING (부자재)
01016-D013849,AS-106,AS-106 (F-972),부재료,O-RING (부자재)
01016-D013850,AS-282,AS-282 (PVMQ),부재료,O-RING (부자재)
01016-D013851,NISSIN GV30 O-RING,ID1605.26*ID206.39*H7.6*W7.8 (F-972),부재료,O-RING (부자재)
01016-D013852,O-RING 1950*10  FKM UCV,1950*10 (F-972),부재료,O-RING (부자재)
01016-D013853,O-RING 3230*10  FKM UCV,3230*10 (F-972),부재료,O-RING (부자재)
01016-D013854,O-RING 415*6  FKM UCV,415*6 (F-972),부재료,O-RING (부자재)
01016-D013855,930*6.99,930*6.99 (F-575),부재료,O-RING (부자재)
01016-D013856,MYA-12,MYA-12 12*16*2.8 (NBR),부재료,O-RING (부자재)
01016-D013857,AS-468,AS-468 (F-575),부재료,O-RING (부자재)
01016-D013858,[SS] AS-209,AS-209 (FVMQ),부재료,O-RING (부자재)
01016-D013859,[SS] AS-109,AS-109 (F-575),부재료,O-RING (부자재)
01016-D013860,[SS] 373.5*5.33,373.5*5.33 (F-575),부재료,O-RING (부자재)
01016-D013861,[SS] AS-368,AS-368 (F-575),부재료,O-RING (부자재)
01016-D013862,[SS] AS-906,AS-906 (F-575),부재료,O-RING (부자재)
01016-D013863,[SS KIT] V-470,V-470 (F-575),부재료,O-RING (부자재)
01016-D013864,[SS KIT] V-415,V-415 (F-575),부재료,O-RING (부자재)
01016-D013865,[SS KIT] V-340,V-340 (F-575),부재료,O-RING (부자재)
01016-D013866,[SS KIT] V-370,V-370 (F-575),부재료,O-RING (부자재)
01016-D013867,[SS KIT] V-120,V-120 (F-575),부재료,O-RING (부자재)
01016-D013868,[SS KIT] P-20,P-20 (F-575),부재료,O-RING (부자재)
01016-D013869,[SS KIT] P-6,P-6 (F-575),부재료,O-RING (부자재)
01016-D013870,[SS KIT] V-34,V-34 (F-575),부재료,O-RING (부자재)
01016-D013871,[SS KIT] V-24,V-24 (F-575),부재료,O-RING (부자재)
01016-D013872,[SS] 16*2,16*2 (F-575),부재료,O-RING (부자재)
01016-D013873,480*3.53,480*3.53 (F-972),부재료,O-RING (부자재)
01016-D013874,[SS] 790.44*6.99,790.44*6.99 (F-575),부재료,O-RING (부자재)
01016-D013875,[SS] 439.32*5.9*6.7,439.32*5.9*6.7 (F-575),부재료,O-RING (부자재)
01016-D013876,"ID93.8""*.275""",ID2382.5*6.99 (BRN F-575),부재료,O-RING (부자재)
01016-D013877,HBM Lip Seal Rev.9,"270*6.4*6 (SILICON,경도30)",부재료,O-RING (부자재)
01016-D013878,HBM Lip Seal Rev.9,"270*6.4*6 (SILICON,경도40)",부재료,O-RING (부자재)
01016-D013879,[SS] AS-389,AS-389 (F-575),부재료,O-RING (부자재)
01016-D013880,[SS] 1183.63*6.99,1183.63*6.99 (F-575),부재료,O-RING (부자재)
01016-D013881,[SS] AS-346,AS-346 (F-575),부재료,O-RING (부자재)
01016-D013882,[SDC] AS-278,AS-278 (F-972),부재료,O-RING (부자재)
01016-D013883,AIR SEAL FGM-100-IH01,"2101*21*28.5 (VMQ250,경도70)",부재료,O-RING (부자재)
01016-D013884,AIR SEAL FGM-100-IH01,2101*21*28.5 (EPDM),부재료,O-RING (부자재)
01016-D013885,ID2987.3*6.99,ID2987.3*6.99 (XP-670),부재료,O-RING (부자재)
01016-D013886,ID1680*5.33,ID1680*5.33 (F-575),부재료,O-RING (부자재)
01016-D013887,[IKC] Dooly ORING,ID1550*7*6.9 (F-972),부재료,O-RING (부자재)
01016-D013888,379*6,379*6 (F-972),부재료,O-RING (부자재)
01016-D013889,AIR SEAL FGA-200-IH01,1177*19*25 (VMQ250),부재료,O-RING (부자재)
01016-D013890,AIR SEAL FGA-200-IH01,1177*19*25 (EPDM),부재료,O-RING (부자재)
01016-D013891,FKM UCV 3045*10,3045*10 (F-972),부재료,O-RING (부자재)
01016-D013892,S-9.5(9*1.5),9*1.5 (F-575),부재료,O-RING (부자재)
01016-D013893,[SS]AS-209,AS-209 (F-575),부재료,O-RING (부자재)
01016-D013894,[SS]AS-112,AS-112 (F-575),부재료,O-RING (부자재)
01016-D013895,[SS]AS-007,AS-007 (F-575),부재료,O-RING (부자재)
01016-D013896,[SS]AS-211,AS-211 (F-575),부재료,O-RING (부자재)
01016-D013897,[SS]AS-122,AS-122 (FVMQ),부재료,O-RING (부자재)
01016-D013898,[SS]AS-008,AS-008 (F-575),부재료,O-RING (부자재)
01016-D013899,[SS]AS-220,AS-220 (F-575),부재료,O-RING (부자재)
01016-D013900,[SS]AS-464,AS-464 (F-575),부재료,O-RING (부자재)
01016-D013901,[SS]AS-387,AS-387 (F-575),부재료,O-RING (부자재)
01016-D013902,[SS]AS-350,AS-350 (F-575),부재료,O-RING (부자재)
01016-D013903,[SS]AS-108,AS-108 (F-575),부재료,O-RING (부자재)
01016-D013904,[SS]AS-378,AS-378 (F-575),부재료,O-RING (부자재)
01016-D013905,[SS]AS-371,AS-371 (F-575),부재료,O-RING (부자재)
01016-D013906,[SS]AS-118,AS-118 (F-575),부재료,O-RING (부자재)
01016-D013907,[SS]AS-383,AS-383 (F-575),부재료,O-RING (부자재)
01016-D013908,[SS] 306*5.6,306*5.6 (F-575),부재료,O-RING (부자재)
01016-D013909,[SS] NW80 CENTERRING KIT,NW80 CENTERRING KIT (F-575),부재료,O-RING (부자재)
01016-D013910,[SS KIT] AS-908,AS-908 (F-575),부재료,O-RING (부자재)
01016-D013911,P-30,P-30 (BRN F-575),부재료,O-RING (부자재)
01016-D013912,ID1545*6.98,ID1545*6.98 (F-972),부재료,O-RING (부자재)
01016-D013913,ID1740*6.98,ID1740*6.98 (F-972),부재료,O-RING (부자재)
01016-D013914,ID1600*6.98,ID1600*6.98 (F-972),부재료,O-RING (부자재)
01016-D013915,ID1560*6.98,ID1560*6.98 (F-972),부재료,O-RING (부자재)
01016-D013916,ID1630*6.98,ID1630*6.98 (F-972),부재료,O-RING (부자재)
01016-D013917,[SS] AS-134,AS-134 (F-575),부재료,O-RING (부자재)
01016-D013918,[SS] AS-123,AS-123 (F-575),부재료,O-RING (부자재)
01016-D013919,[SS] AS-223,AS-223 (F-575),부재료,O-RING (부자재)
01016-D013920,[SS] AS-207,AS-207 (F-575),부재료,O-RING (부자재)
01016-D013921,[SS] PSD-63,PSD-63 (F-575),부재료,O-RING (부자재)
01016-D013922,[SS] AS-443,AS-443 (F-575),부재료,O-RING (부자재)
01016-D013923,[SS] AS-375,AS-375 (F-575),부재료,O-RING (부자재)
01016-D013924,[SS] AS-229,AS-229 (F-575),부재료,O-RING (부자재)
01016-D013925,[SS] AS-113,AS-113 (F-575),부재료,O-RING (부자재)
01016-D013926,[SS] AS-232,AS-232 (F-575),부재료,O-RING (부자재)
01016-D013927,[SS] AS-155,AS-155 (F-575),부재료,O-RING (부자재)
01016-D013928,MYA-12,MYA-12 12*16*2.8 (F-575),부재료,O-RING (부자재)
01016-D013929,[SS] AS-202,AS-202 (F-575),부재료,O-RING (부자재)
01016-D013930,[SS] AS-373,AS-373 (F-575),부재료,O-RING (부자재)
01016-D013931,758*6.99,758*6.99 (F-575),부재료,O-RING (부자재)
01016-D013932,820*6.99,820*6.99 (F-575),부재료,O-RING (부자재)
01016-D013933,SEAL TAPERED NARROW DOOR TSSL 40K,0190-72538 (F-575),부재료,O-RING (부자재)
01016-D013934,AS-130,AS-130 (F-972),부재료,O-RING (부자재)
01016-D013935,V-50,V-50 (F-972),부재료,O-RING (부자재)
01016-D013936,[SS] AS-231,AS-231 (F-575),부재료,O-RING (부자재)
01016-D013937,[SS] AS-124,AS-124 (F-575),부재료,O-RING (부자재)
01016-D013938,[SS] AS-115,AS-115 (F-575),부재료,O-RING (부자재)
01016-D013939,[SS] AS-217,AS-217 (F-575),부재료,O-RING (부자재)
01016-D013940,[SS] V-15,V-15 (F-575),부재료,O-RING (부자재)
01016-D013941,[SS] AS-222,AS-222 (F-575),부재료,O-RING (부자재)
01016-D013942,[SS] G-420,G-420 (F-575),부재료,O-RING (부자재)
01016-D013943,[SS] AS-467,AS-467 (F-575),부재료,O-RING (부자재)
01016-D013944,[SS] P-10A,P-10A (F-575),부재료,O-RING (부자재)
01016-D013945,[SS] AS-336,AS-336 (F-575),부재료,O-RING (부자재)
01016-D013946,[SS] AS-124,AS-124 (FVMQ),부재료,O-RING (부자재)
01016-D013947,[SS] AS-253,AS-253 (FVMQ),부재료,O-RING (부자재)
01016-D013948,[SS] AS-243,AS-243 (FVMQ),부재료,O-RING (부자재)
01016-D013949,[SS] AS-215,AS-215 (FVMQ),부재료,O-RING (부자재)
01016-D013950,[SS] AS-112,AS-112 (FVMQ),부재료,O-RING (부자재)
01016-D013951,ID3030*10,ID3030*10 (F-575),부재료,O-RING (부자재)
01016-D013952,122*2.5,"122*2.5 (F-575, 경도60)",부재료,O-RING (부자재)
01016-D013953,[SS] G-275,G-275 (F-575),부재료,O-RING (부자재)
01016-D013954,[SS] AS-024,AS-024 (FVMQ),부재료,O-RING (부자재)
01016-D013955,[SS] AS-367,AS-367 (F-575),부재료,O-RING (부자재)
01016-D013956,[SS] AS-236,AS-236 (F-575),부재료,O-RING (부자재)
01016-D013957,[SS] G-345,G-345 (F-575),부재료,O-RING (부자재)
01016-D013958,[SS] AS-369,AS-369 (F-575),부재료,O-RING (부자재)
01016-D013959,[SS] AS-208,AS-208 (F-575),부재료,O-RING (부자재)
01016-D013960,[SS] AS-214,AS-214 (F-575),부재료,O-RING (부자재)
01016-D013961,[SS] P-9,P-9 (F-575),부재료,O-RING (부자재)
01016-D013962,AS-315,AS-315 (FVMQ),부재료,O-RING (부자재)
01016-D013963,[SS] AS-012,AS-012 (F-575),부재료,O-RING (부자재)
01016-D013964,FKM UCV 3700-12699,2975*10 (F-972),부재료,O-RING (부자재)
01016-D013965,AS-272,AS-272 (F-972),부재료,O-RING (부자재)
01016-D013966,LIP SEAL O-RING 3700-07863,50*60*7 (F-575),부재료,O-RING (부자재)
01016-D013967,FKM UCV 102395268,127*4 (F-972),부재료,O-RING (부자재)
01016-D013968,FKM UCV 3700-12879,74*4 (F-972),부재료,O-RING (부자재)
01016-D013969,AS-003,AS-003 (F-575),부재료,O-RING (부자재)
01016-D013970,[SDC] ID3084.74*10T,ID3084.74*10T (F-575),부재료,O-RING (부자재)
01016-D013971,AS-387,AS-387 (F-972),부재료,O-RING (부자재)
01016-D013972,557*6,557*6 (F-972),부재료,O-RING (부자재)
01016-D013973,V-395,V-395 (F-972),부재료,O-RING (부자재)
01016-D013974,FKM UCV 3700-12744,1545*8 (F-972),부재료,O-RING (부자재)
01016-D013975,AIR SEAL FGM-100-IH01,2101*21*28.5 (F-575),부재료,O-RING (부자재)
01016-D013976,AIR SEAL FGM-100-IH01,"2101*21*28.5 (VMQ250,경도50)",부재료,O-RING (부자재)
01016-D013977,532.26*5.49,532.26*5.49 (FVMQ),부재료,O-RING (부자재)
01016-D013978,430.66*3.65[FVMQ COA],430.66*3.65 (FVMQ),부재료,O-RING (부자재)
01016-D013979,FKM UCV 3700-12799,316*8 (F-972),부재료,O-RING (부자재)
01016-D013980,QUAD RING (Q4215),Q4215 (F-575),부재료,O-RING (부자재)
01016-D013981,ID2218*10,ID2218*10 (F-575),부재료,O-RING (부자재)
01016-D013982,L12800*12,L12800*12 (F-575),부재료,O-RING (부자재)
01016-D013983,L8680*12,L8680*12 (F-575),부재료,O-RING (부자재)
01016-D013984,AS-347,AS-347 (F-575),부재료,O-RING (부자재)
01016-D013985,[ULVAC] V-540,V-540 (F-575),부재료,O-RING (부자재)
01016-D013986,ID1095*6.98,ID1095*6.98 (F-575),부재료,O-RING (부자재)
01016-D013987,HBM Lip Seal Rev.10,270*6.4*6 (SILICON 경도30),부재료,O-RING (부자재)
01016-D013988,HBM Lip Seal Rev.10,270*6.4*6 (SILICON 경도40),부재료,O-RING (부자재)
01016-D013989,45*5,45*5 (F-575),부재료,O-RING (부자재)
01016-D013990,AS-117,AS-117 (F-575W),부재료,O-RING (부자재)
01016-D013991,1280*6.99,1280*6.99 (F-575),부재료,O-RING (부자재)
01016-D013992,780*6.99,780*6.99 (F-575),부재료,O-RING (부자재)
01016-D013993,AS-274,AS-274 (FVMQ),부재료,O-RING (부자재)
01016-D013994,NW25 (AS-320),NW25 27.94*5 (F-575W),부재료,O-RING (부자재)
01016-D013995,NW80 (AS-340),NW80 85.09*5 (F-575W),부재료,O-RING (부자재)
01016-D013996,QUAD RING AS-152,AS-152 (F-575),부재료,O-RING (부자재)
01016-D013997,G-155,G-155 (F-972),부재료,O-RING (부자재)
01016-D013998,G-210,G-210 (F-972),부재료,O-RING (부자재)
01016-D013999,P-75,P-75 (F-972),부재료,O-RING (부자재)
01016-D014000,ID295*3.53,ID295*3.53 (F-972),부재료,O-RING (부자재)
01016-D014001,CUSTOM EAL VITON 45 DEG 3 PIECE GATE,0030-01701 Rev02 (F-972B),부재료,O-RING (부자재)
01016-D014002,"CUSTOM SEAL, VITON, 3P-45DEG, 35X336MM",0030-01708 Rev02 (F-972B),부재료,O-RING (부자재)
01016-D014003,"CUSTOM SEAL, VITON WHITE DURO75, 3P-45D",0030-01716 Rev01 (F-972W),부재료,O-RING (부자재)
01016-D014004,"CUSTOM SEAL, VITON WHITE DURO75, 3P-45D",0030-01717 Rev01 (F-972W),부재료,O-RING (부자재)
01016-D014005,[SS] AS-906,AS-906 (FVMQ),부재료,O-RING (부자재)
01016-D014006,AS-152,AS-152 (F-972W),부재료,O-RING (부자재)
01016-D014007,S-22,S-22 (NBR),부재료,O-RING (부자재)
01016-D014008,FKM UCV 1200*8 (1023-61194),1200*8 (F-972),부재료,O-RING (부자재)
01016-D014009,2900*6.99,2900*6.99 (F-575),부재료,O-RING (부자재)
01016-D014010,AS-011,AS-011 (FVMQ),부재료,O-RING (부자재)
01016-D014011,AS-279,AS-279 (XP-670),부재료,O-RING (부자재)
01016-D014012,FKM UCV 134*8 (10241173),134*8 (F-972),부재료,O-RING (부자재)
01016-D014013,FKM UCV 160*4 (102363594),160*4 (F-972),부재료,O-RING (부자재)
01016-D014014,FKM UCV 174*8 (102421174),174*8 (F-972),부재료,O-RING (부자재)
01016-D014015,FKM UCV 1610*6 (3700-12647),1610*6 (F-972),부재료,O-RING (부자재)
01016-D014016,FKM UCV 58*5 (102357068),58*5 (F-972),부재료,O-RING (부자재)
01016-D014018,FKM UCV 505*6 (102359976),505*6 (F-972),부재료,O-RING (부자재)
01016-D014019,ID950.84*5.33,950.84*5.33 (F-575),부재료,O-RING (부자재)
01016-D014020,사각 O-RING,8.3*4.3*2.7 (F-575),부재료,O-RING (부자재)
01016-D014021,ID2342*6.99,ID2342*6.99 (F-972),부재료,O-RING (부자재)
01016-D014022,AS-009,AS-009 (NBR),부재료,O-RING (부자재)
01016-D014023,AS-010,AS-010 (NBR),부재료,O-RING (부자재)
01016-D014024,AS-012,AS-012 (NBR),부재료,O-RING (부자재)
01016-D014025,AS-032,AS-032 (NBR),부재료,O-RING (부자재)
01016-D014026,AS-033,AS-033 (NBR),부재료,O-RING (부자재)
01016-D014027,AS-034,AS-034 (NBR),부재료,O-RING (부자재)
01016-D014028,FKM UCV 1320*10 (3700-12840),1320*10 (F-972),부재료,O-RING (부자재)
01016-D014029,2100*6.99 (반DOVE TAIL TYPE),2100*6.99 (F-575),부재료,O-RING (부자재)
01016-D014030,ID1730*6.98,ID1730*6.98 (F-575),부재료,O-RING (부자재)
01016-D014031,회전방지용 반DOVETAIL SEAL,L2100*7.29*6.99 (F-575),부재료,O-RING (부자재)
01016-D014032,ID1750*6.99,ID1750*6.99 (F-575),부재료,O-RING (부자재)
01016-D014033,ID1485.13*10,ID1485.13*10 (F-575),부재료,O-RING (부자재)
01016-D014034,QUAD RING,"AS-206 (Q4206, F-575)",부재료,O-RING (부자재)
01016-D014035,AS-906,AS-906 (F-575 BRN),부재료,O-RING (부자재)
01016-D014036,G-260,G-260 (F-972),부재료,O-RING (부자재)
01016-D014037,"GASKET, HORIZON RU, POLISHER",0023-24839 Rev01 (F-575),부재료,O-RING (부자재)
01016-D014038,ID1564*8,ID1564*8 (F-575),부재료,O-RING (부자재)
01016-D014039,TEL RK4 LIP SEAL INNER,171.1*3.5*3.95 (F-972),부재료,O-RING (부자재)
01016-D014040,TEL RK4 LIP SEAL MIDDLE,254.26*3.5*3.95 (F-972),부재료,O-RING (부자재)
01016-D014041,TEL RK4 LIP SEAL OUTER,355.92*3.5*3.95 (F-972),부재료,O-RING (부자재)
01016-D014042,HBM LIP SEAL REV.11,270*6.4*6 (SILICON 30),부재료,O-RING (부자재)
01016-D014043,HBM LIP SEAL REV.11,270*6.5*6.65 (SILICON 40),부재료,O-RING (부자재)
01016-D014044,572*10,572*10 (F-575),부재료,O-RING (부자재)
01016-D014045,P-50,P-50 (NBR),부재료,O-RING (부자재)
01016-D014046,P-63,P-63 (NBR),부재료,O-RING (부자재)
01016-D014047,P-20,P-20 (NBR),부재료,O-RING (부자재)
01016-D014048,P-85,P-85 (NBR),부재료,O-RING (부자재)
01016-D014049,P-120,P-120 (NBR),부재료,O-RING (부자재)
01016-D014050,NW63 [AS-336],"NW63, 72.39*5 (F-575)",부재료,O-RING (부자재)
01016-D014051,AS-235,AS-235 (F-972),부재료,O-RING (부자재)
01016-D014052,L5280*10,L5280*10 (F-575),부재료,O-RING (부자재)
01016-D014053,AS-222,AS-222 (F-972W),부재료,O-RING (부자재)
01016-D014054,MYN-12,MYN-12 (NBR),부재료,O-RING (부자재)
01016-D014055,MYA-10,MYA-10 (F-575),부재료,O-RING (부자재)
01016-D014056,FKM UCV 2355*10,2355*10 (F-972),부재료,O-RING (부자재)
01016-D014057,FKM UCV 3700-12770,1545*10 (F-972),부재료,O-RING (부자재)
01016-D014058,ID1564*7.3,ID1564*7.3 (F-575),부재료,O-RING (부자재)
01016-D014059,ID1564*6.99,ID1564*6.99 (F-575),부재료,O-RING (부자재)
01016-D014060,FKM UCV 3700-12677,2725*8 (F-972),부재료,O-RING (부자재)
01016-D014061,[INTEL] NP09-2852,4.32*0.46 (F-575),부재료,O-RING (부자재)
01016-D014062,ID1570*6.99,ID1570*6.99 (F-575),부재료,O-RING (부자재)
01016-D014063,ID1600*6.99,ID1600*6.99 (F-575),부재료,O-RING (부자재)
01016-D014064,ID1630*6.99,ID1630*6.99 (F-575),부재료,O-RING (부자재)
01016-D014065,ID314.7*3.53,ID314.7*3.53(F-972),부재료,O-RING (부자재)
01016-D014066,AS-343 [3700-04454],AS-343 (F-575),부재료,O-RING (부자재)
01016-D014067,3510.53*8.99 [3700-04533],3510.53*8.99 (F-575),부재료,O-RING (부자재)
01016-D014068,AS-202,AS-202 (F-972),부재료,O-RING (부자재)
01016-D014069,AS-008,"AS-008 (F-575, 경도60)",부재료,O-RING (부자재)
01016-D014070,AS-015,"AS-015 (F-575, 경도60)",부재료,O-RING (부자재)
01016-D014071,AS-006,"AS-006 (F-575, 경도60)",부재료,O-RING (부자재)
01016-D014072,L2135*5.33,L2135*5.33 (F-575),부재료,O-RING (부자재)
01016-D014073,L1727*3.53,L1727*3.53 (F-575),부재료,O-RING (부자재)
01016-D014074,L2610*5.33,L2610*5.33 (F-575),부재료,O-RING (부자재)
01016-D014075,L3810*5.33,L3810*5.33 (F-575),부재료,O-RING (부자재)
01016-D014076,AS-002,AS-002 (F-972),부재료,O-RING (부자재)
01016-D014077,546.5*3.53,546.5*3.53 (F-575),부재료,O-RING (부자재)
01016-D014078,NW200 [AS-371],NW200 비규격 5T (F-575),부재료,O-RING (부자재)
01016-D014079,NW160 [AS-361],NW160 비규격 5T (NBR),부재료,O-RING (부자재)
01016-D014080,NW50 [AS-330],NW50 비규격 5T (F-575),부재료,O-RING (부자재)
01016-D014081,AS-282,AS-282 (PVMQ 경도70),부재료,O-RING (부자재)
01016-D014082,AS-150,AS-150 (F-972),부재료,O-RING (부자재)
01016-D014083,AS-020,AS-020 (F-972),부재료,O-RING (부자재)
01016-D014084,P-11.2,P-11.2 (F-972),부재료,O-RING (부자재)
01016-D014085,ID1715*6.99,ID1715*6.99 (F-575),부재료,O-RING (부자재)
01016-D014086,[SDC] A3 EV 3Hole Cutting,"30*12.59*10.49 오븐X(EPDM, 경도55)",부재료,O-RING (부자재)
01016-D014087,405.26*3.65,405.26*3.65 (XP-670),부재료,O-RING (부자재)
01016-D014088,405.26*3.65,405.26*3.65 (F-972),부재료,O-RING (부자재)
01016-D014089,405.26*3.65(COA),405.26*3.65 (FVMQ),부재료,O-RING (부자재)
01016-D014090,18*2.2 (3700-12904),18*2.2 (F-972),부재료,O-RING (부자재)
01016-D014091,P-48 FKM UCV (37700-12109),47.7*3.5 (F-972),부재료,O-RING (부자재)
01016-D014092,NW50 Centering Ring Set,NW50 (SUS+F-575 O-RING 5T),부재료,O-RING (부자재)
01016-D014093,AS-117,AS-117 (FVMQ),부재료,O-RING (부자재)
01016-D014094,AS-119,AS-119 (FVMQ),부재료,O-RING (부자재)
01016-D014095,[PSK] L2470*5.33,L2470*5.33 (F-575),부재료,O-RING (부자재)
01016-D014096,2450*10*10,2450*10*10 (F-972),부재료,O-RING (부자재)
01016-D014097,1580*6.98,1580*6.98 (NS-200),부재료,O-RING (부자재)
01016-D014098,AS-350,"AS-350 (F-575, 경도60)",부재료,O-RING (부자재)
01016-D014099,ID1913.57*10T,ID1913.57*10T (F-575),부재료,O-RING (부자재)
